COMMODITY,PRECO,QUANTIDADE
00514102002,16.68,2.0
00514102004,40.41,2.0
00514103001,0.3438,50.0
00514103001,0.3566,200.0
00514103001,0.6552,50.0
00514103001,0.9784,100.0
00514103002,0.43,100.0
0051411,241.2,1.0
00514121001,0.5381,200.0
00514121001,1.179,150.0
00514121001,19.85,2.0
00514121002,0.421,100.0
00514121002,0.4294,300.0
00514121002,0.5381,200.0
00514121002,1.2492,150.0
00514121002,1.5094,100.0
00514121002,21.47,3.0
00514121003,0.8226,100.0
00514121003,2.2448,50.0
0052165,1.0,383.0
0052165,7.5,30.0
0052806,2.0,34.0
0052875,1.0,348.5
00542102001,11.03,15.0
00542102001,12.13,10.0
0054215,2.16,4.0
0054215,2.67,4.0
0054215,5.95,10.0
0054235,1.0,160.37
0054235,28.58,1.0
0056310,117.69,5.0
00584,1602.57,1.0
0058415,1.95,80.0
0058415,13.75,24.0
0058415,29.55,2.0
0058415,73.5,1.0
01005,43.68,6.0
01005,80.64,84.0
01005,94.987,20.0
01005,168.96,1.0
01005,189.11,1.0
01005,194.15,1.0
01005,248.26,1.0
01005,340.8,1.0
01005,397.2,1.0
01005,419.39,1.0
01005,1191.0,1.0
01005,1286.13,1.0
01005,4983.97,1.0
01005,6135.0,1.0
01005,7358.96,1.0
01005,12327.92,1.0
0100552,506.4,2.0
0100581,43.776,10.0
0100581,83.53,2.0
0100581,94.8,20.0
0100581,97.488,20.0
0100581,164.93,1.0
0100581,166.66,1.0
0100581,172.8,1.0
0100581,198.4,1.0
0100581,227.04,12.0
0100581,330.24,1.0
0100581,2354.48,1.0
0100581,4045.86,1.0
0100581,5366.0,1.0
01008,61.2,3.0
01008,96.0,2.0
01008,120.0,2.0
0100842,579.95,1.0
0101710,191.81,1.0
01038,1.7,200.0
01038,9.0,24.0
01041,660.0,8.0
01041,932.0,16.0
0105318,5.19,72.0
0105900,0.28,300.0
0105914,25.33,1.0
0105916,1.0,202.19
01072605218,2.33,100.0
01072605218,3.39,630.0
01072605218,4.43,450.0
01072605218,5.03,558.0
01072605218,5.11,580.0
01072605218,5.46,3730.0
01072605218,5.62,1215.0
01072605218,5.68,324.0
01072605218,5.72,7991.0
01072605218,5.83,1360.0
01072605218,90.54,10.0
01072609002,16.81,101.0
01072609002,17.29,292.0
01072609002,17.298246,49.0
01072609002,20.85,25.0
01078,0.55,30.0
01078,0.86,36.0
01078,1.04,6.0
01078,1.95,2.0
01078,219.4,1.0
0107800,4.17,102.0
0107800,4.4,102.0
0107800,4.58,102.0
0107800,809.2,1.0
01078820003,70.88,28.0
01078820003,72.3,15.0
01078820003,79.93,13.0
01078820003,82.5,15.0
01078820003,83.0,6.0
01078820003,85.09,5.0
01078820003,86.92,5.0
01078820003,89.0,23.0
01078820003,89.01,4.0
01078820003,90.0,12.0
01078820003,97.06,12.0
01078820003,100.0,12.0
01078820003,100.02,33.0
01078820003,112.0,77.0
0151532,69.0,1.0
0151532,205.0,2.0
0151552,40.2,40.0
0151552,112.0,5.0
0151553,197.39,10.0
0151553,206.89,4.0
0151553,311.39,4.0
0151558,648.0,1.0
0151564,212.0,2.0
0151570,212.0,2.0
0151570,321.14,1.0
0152036,148.63,1.0
0152036,198.0,1.0
0152036,2042.63,1.0
0152540,1.0,357.36
0152576,41.8,3.0
0152576,247.14,2.0
0152576,256.0,10.0
0152576,316.8,2.0
0152576,520.0,2.0
0152576,540.0,2.0
01539,33.362,6.0
01555111002,412.0,1.0
0157054,1658.25,1.0
0200000,3452.09,1.0
02002,4781.05,1.0
02002,6102.0,1.0
02002,56000.0,1.0
02004,17131.8,1.0
02004,22176.82,1.0
02004,28462.02,2.0
02004,34854.76,1.0
02004,35537.57,1.0
02004,36449.38,1.0
02004,37374.38,1.0
02004,49419.54,1.0
02006,1.0,2380.62
02006,155.14,1.0
02006,244.79,4.0
02006,474.29,12.0
02006,477.74,1.0
0200600,155.14,1.0
02015,6484.0,1.0
02015,25204.0,2.0
0201500,2766.4,1.0
02016,1.0,1775.45
02016,14.76,8.0
02016,24.14,2.0
02016,45.37,1.0
02016,215.4,2.0
02016,279.0,1.0
02016,319.99,1.0
02016,357.44,1.0
02016,399.99,1.0
02016,951.0,1.0
02016,11010.88,3.0
02016,23944.54,1.0
0201600,1.0,2496.07
0201600,3518.7,1.0
0201664,208.18,1.0
0201664,238.16,1.0
02046,159.9,1.0
02046,209.94,1.0
02046,490.0,1.0
02049,0.073,25000.0
02049,0.11,5000.0
02049,0.149,800.0
02049,0.664,20.0
02049,0.745,7400.0
02049,1.0,155.4
02049,1.75,18.0
02049,3.055,2.0
02049,3.785,8.0
02049,5.25,34.0
02049,5.6,1.0
02049,7.522,2.0
02049,8.5,2.0
02049,11.293,6.0
02049,12.259,4.0
02049,12.375,1000.0
02049,14.77,1.0
02049,15.75,18.0
02049,19.99,1.0
02049,20.0,1000.0
02049,24.518,4.0
02049,25.956,1.0
02049,33.2,6.0
02049,38.85,50.0
02049,40.65,16.0
02049,47.25,16.0
02049,57.059,8.0
02049,88.25,1.0
02049,91.059,3.0
02049,134.0,18.0
02049,143.65,1.0
02049,249.0,1.0
02049,335.0,1.0
02049,367.6,6.0
02049,1010.21,11.0
02049,1730.43,18.0
0204900,322.33,1.0
0205900,1.0,2688.44
02061,28585.9,1.0
02061,49185.1,2.0
02061,59526.7,1.0
0206330,21725.25,1.0
0206330,31100.0,1.0
0206330,293992.0,1.0
02065,1920.0,1.0
02065,42081.0,1.0
0206500,10800.0,2.0
02066,27548.11,4.0
02066,58931.95,4.0
02066,99225.52,1.0
02068,5994.2,1.0
02068,6960.0,3.0
02068,12485.01,1.0
02068,12566.1,2.0
02068,12877.114,5.0
02068,13534.4,1.0
02068,13725.86,3.0
02068,13732.2,1.0
02068,13819.91,1.0
02068,13921.83,2.0
02068,18039.06,1.0
02068,20025.94,1.0
02068,20025.95,1.0
02068,20776.86,1.0
02068,27168.96,1.0
02068,47993.59,2.0
02068,54956.99,1.0
02068,78920.14,1.0
02075,3898.0,2.0
02076,85.0,1.0
02076,325.0,3.0
02077,2716.8,1.0
02089,20853.73,1.0
02089,23956.65,1.0
02089,25313.92,1.0
02089,26162.56,1.0
02089,26948.36,1.0
02089,35629.52,1.0
02089,59840.98,2.0
02089,59962.03,1.0
02090,9354.06,1.0
02093,99.85,12.0
02093,120.0,40.0
020H440,4357.84,1.0
020H440,4502.16,1.0
020H440,26496.0,2.0
020H470,21745.0,8.0
02204,1.0,906.2700000000001
0220400,1.0,666.55
0220485,21.94,1.0
0220485,393.57,1.0
02215,384.19,18.0
02215,23258.51,2.0
02215,47977.66,1.0
0221519,2.95,20.0
0221519,46.92,5.0
0221519,49.17,5.0
0221519,87.9,4.0
0221526,23.69,1.0
0221542,13.16,1.0
0221542,15.62,6.0
0221542,57.32,8.0
0221542,109.24,2.0
0221542,189.57,2.0
0221542,492.0,1.0
0221542,508.3,1.0
0221542,538.76,1.0
0221542,546.0,1.0
0221542,664.04,1.0
0221558,3.55,10.0
0221558,4.15,10.0
0221558,5.4,2.0
0221558,5.85,4.0
0221558,7.3,4.0
0221558,7.4,4.0
0221558,8.4,1.0
0221558,8.45,4.0
0221558,10.75,2.0
0221558,12.72,4.0
0221558,32.0,2.0
0221558,45.85,1.0
0221558,70.0,2.0
0221558,70.5,1.0
0221558,90.0,1.0
0221558,98.29,1.0
0221558,110.0,1.0
0221558,210.29,1.0
0221558,225.0,1.0
0221558,250.0,1.0
0221558,485.0,1.0
0221558,495.0,1.0
0221572,0.25,24.0
0221572,0.34,16.0
0221572,0.42,8.0
0221572,0.44,5.0
0221572,0.63,12.0
0221572,0.66,8.0
0221572,0.79,5.0
0221572,0.97,36.0
0221572,1.0,4606.55
0221572,1.13,5.0
0221572,1.3,7.0
0221572,1.45,1.0
0221572,1.7,12.0
0221572,1.75,30.0
0221572,1.9,2.0
0221572,1.95,2.0
0221572,1.99,10.0
0221572,2.36,24.0
0221572,2.55,10.0
0221572,2.95,26.0
0221572,2.99,5.0
0221572,3.0,5.0
0221572,3.49,20.0
0221572,3.95,1.0
0221572,3.99,15.0
0221572,4.0,1.0
0221572,4.19,5.0
0221572,4.4,2.0
0221572,4.45,2.0
0221572,4.47,1.0
0221572,4.52,1.0
0221572,4.95,20.0
0221572,5.4,2.0
0221572,5.83,1.0
0221572,5.88,6.0
0221572,5.95,3.0
0221572,7.0,1.0
0221572,7.59,20.0
0221572,7.66,2.0
0221572,7.69,5.0
0221572,7.95,20.0
0221572,8.09,2.0
0221572,8.4,2.0
0221572,8.69,1.0
0221572,8.95,20.0
0221572,8.99,10.0
0221572,9.05,10.0
0221572,9.61,10.0
0221572,10.13,10.0
0221572,10.55,2.0
0221572,11.16,1.0
0221572,11.99,5.0
0221572,12.0,24.0
0221572,12.25,3.0
0221572,13.05,1.0
0221572,13.25,2.0
0221572,13.26,2.0
0221572,14.0,2.0
0221572,14.01,2.0
0221572,14.5,2.0
0221572,14.95,40.0
0221572,15.2,48.0
0221572,16.45,1.0
0221572,17.45,3.0
0221572,17.64,6.0
0221572,17.9,1.0
0221572,18.65,5.0
0221572,18.95,44.0
0221572,18.99,5.0
0221572,20.0,5.0
0221572,20.5,9.0
0221572,21.31,1.0
0221572,21.5,30.0
0221572,23.45,3.0
0221572,24.14,2.0
0221572,24.95,5.0
0221572,24.99,8.0
0221572,26.9,2.0
0221572,27.4,8.0
0221572,27.52,8.0
0221572,27.8,5.0
0221572,28.7,3.0
0221572,28.73,2.0
0221572,30.77,2.0
0221572,30.91,10.0
0221572,31.5,2.0
0221572,31.63,2.0
0221572,32.31,6.0
0221572,34.95,5.0
0221572,36.39,2.0
0221572,36.65,4.0
0221572,36.8,3.0
0221572,37.32,6.0
0221572,37.7,1.0
0221572,38.47,3.0
0221572,41.15,2.0
0221572,44.96,6.0
0221572,45.57,2.0
0221572,46.82,20.0
0221572,46.92,1.0
0221572,49.17,1.0
0221572,50.7,2.0
0221572,52.07,2.0
0221572,52.23,1.0
0221572,52.42,1.0
0221572,54.0,1.0
0221572,54.29,10.0
0221572,54.37,6.0
0221572,55.45,2.0
0221572,56.49,1.0
0221572,56.64,6.0
0221572,61.0,6.0
0221572,62.53,4.0
0221572,64.4,1.0
0221572,65.14,2.0
0221572,65.65,2.0
0221572,65.84,2.0
0221572,66.25,4.0
0221572,70.5,1.0
0221572,71.13,2.0
0221572,71.26,4.0
0221572,72.61,10.0
0221572,77.1,1.0
0221572,80.75,1.0
0221572,80.83,3.0
0221572,82.32,1.0
0221572,82.34,1.0
0221572,83.84,2.0
0221572,84.7,4.0
0221572,89.75,18.0
0221572,93.96,1.0
0221572,106.45,4.0
0221572,113.85,5.0
0221572,115.0,4.0
0221572,115.12,2.0
0221572,115.8,2.0
0221572,116.95,4.0
0221572,125.0,3.0
0221572,126.85,2.0
0221572,136.16,2.0
0221572,136.3,2.0
0221572,141.97,4.0
0221572,145.07,1.0
0221572,193.31,16.0
0221572,199.3,1.0
0221572,202.2,4.0
0221572,211.85,1.0
0221572,214.51,4.0
0221572,216.95,2.0
0221572,220.13,2.0
0221572,245.15,2.0
0221572,249.3,2.0
0221572,254.55,1.0
0221572,258.07,1.0
0221572,258.2,1.0
0221572,259.6,4.0
0221572,275.0,2.0
0221572,287.23,1.0
0221572,308.0,1.0
0221572,345.0,1.0
0221572,361.9,1.0
0221572,366.72,1.0
0221572,393.23,1.0
0221572,418.04,1.0
0221572,421.53,2.0
0221572,460.41,2.0
0221572,469.35,1.0
0221572,480.85,1.0
0221572,618.77,1.0
0221572,859.2,3.0
0221572,916.75,1.0
0221572,933.55,2.0
0221572,997.33,1.0
0221572,1007.23,1.0
0221572,1148.97,1.0
0221572,1252.26,1.0
0221572,1329.2,1.0
0221572,1438.01,1.0
0221572,2800.0,4.0
0221575,2.25,5.0
0221575,6.53,5.0
0221575,7.37,5.0
0221575,15.06,10.0
0221575,115.76,1.0
0221575,896.07,1.0
0221575,1438.01,1.0
0221575,1650.0,1.0
0221577,2.43,6.0
0221577,27.8,2.0
0221577,27.95,3.0
0221577,36.85,3.0
0221577,89.75,3.0
0221577,101.4,1.0
0221577,113.55,2.0
0221577,115.0,1.0
0221592,0.49,20.0
0221592,1.0,344.38
0221592,2.22,2.0
0221592,6.8,5.0
0221592,10.41,10.0
0221592,11.53,2.0
0221592,11.57,2.0
0221592,11.93,2.0
0221592,13.39,36.0
0221592,14.97,30.0
0221592,17.96,2.0
0221592,19.08,2.0
0221592,21.5,30.0
0221592,26.15,22.0
0221592,28.62,5.0
0221592,28.66,2.0
0221592,28.78,3.0
0221592,31.45,3.0
0221592,31.5,2.0
0221592,33.17,5.0
0221592,39.02,2.0
0221592,41.09,2.0
0221592,42.94,1.0
0221592,46.17,2.0
0221592,47.12,2.0
0221592,50.66,10.0
0221592,55.0,1.0
0221592,62.15,3.0
0221592,64.69,3.0
0221592,74.75,2.0
0221592,76.13,1.0
0221592,101.56,3.0
0221592,107.33,6.0
0221592,129.59,2.0
0221592,162.44,1.0
0221592,190.0,2.0
0221592,232.0,2.0
0221592,263.0,2.0
0221592,275.0,5.0
0221592,279.0,2.0
0221592,290.68,2.0
0221592,303.0,2.0
0221592,303.38,3.0
0221592,322.42,9.0
0221592,349.34,2.0
0221592,439.62,2.0
0221592,449.35,1.0
0221592,623.75,1.0
0221592,1007.23,1.0
0221592,1766.89,1.0
0221592,1934.06,1.0
0228044,48.5,1.0
0228046,1.25,100.0
0228046,1.65,10.0
0228046,1.85,30.0
0228046,2.95,20.0
0228046,4.04,6.0
0228046,4.11,4.0
0228046,5.1,2.0
0228046,5.2,2.0
0228046,6.41,4.0
0228046,8.62,5.0
0228046,9.05,10.0
0228046,10.9,2.0
0228046,12.5,2.0
0228046,13.02,1.0
0228046,13.8,1.0
0228046,14.85,5.0
0228046,17.97,2.0
0228046,19.08,2.0
0228046,19.42,10.0
0228046,20.66,2.0
0228046,22.06,1.0
0228046,23.45,5.0
0228046,27.8,1.0
0228046,28.07,1.0
0228046,32.95,5.0
0228046,38.61,5.0
0228046,40.4,2.0
0228046,46.52,1.0
0228046,48.09,5.0
0228046,53.1,1.0
0228046,55.0,1.0
0228046,55.31,2.0
0228046,64.08,4.0
0228046,66.89,2.0
0228046,70.0,1.0
0228046,77.63,5.0
0228046,89.22,1.0
0228046,90.95,2.0
0228046,101.89,1.0
0228046,115.0,1.0
0228046,116.95,1.0
0228046,124.5,1.0
0228046,125.0,1.0
0228046,261.32,1.0
0228046,475.61,1.0
0228046,677.24,1.0
0228046,1094.73,1.0
0228046,1991.4,2.0
0228051,1.09,12.0
0228051,24.8,6.0
0228051,34.08,2.0
0228051,45.0,6.0
0228051,46.5,12.0
0228051,58.21,2.0
0228051,62.15,2.0
0228051,98.64,2.0
0228051,290.31,3.0
025,9.0,2.0
025,71.0,1.0
025,92.0,1.0
025,5900.0,1.0
025,9155.0,1.0
02500,126.92,1.0
02500,199.0,1.0
02500,329.0,1.0
02500,738.52,1.0
02500,1388.72,1.0
02500,15983.1,1.0
02500,22450.4,6.0
02500,25027.1,1.0
0250000,3800.0,2.0
02530,134.1,3.0
02530,221.63,1.0
02530,811.8,1.0
0253031,490.0,3.0
0253031,1690.0,1.0
0253031,2547.0,1.0
0253031,4187.0,1.0
0253053,1.0,2135.0
0253053,31.0,6.0
0253053,48.0,2.0
0253053,52.0,2.0
0253053,197.0,4.0
0253053,295.0,2.0
0253053,341.0,2.0
0253053,538.0,1.0
0253055,42.0,2.0
0253055,717.0,1.0
0253055,1010.0,2.0
0253055,1325.0,2.0
0253055,1452.0,1.0
0253055,2324.0,1.0
0253064,19.62,36.0
0253064,43.08,1.0
0253064,48.0,1.0
0253064,61.0,1.0
0253064,88.04,1.0
0253064,126.0,1.0
0253064,149.0,1.0
0254065,79.2,1.0
0254065,111.81,1.0
0254065,131.84,2.0
0254065,173.04,1.0
0254065,725.1,1.0
0254065,1178.97,1.0
0254065,1493.5,1.0
02543,1.0,2725.0
0254300,901.04,1.0
02545,1.0,890.0
02550,13636.0,1.0
02550,18658.0,1.0
02550,21110.0,1.0
02550,22790.0,1.0
02550,26973.0,2.0
0255035,567.57,1.0
02555,895.0,1.0
02560,1.0,476.0
02560,83.33,7.0
02560,195.32,1.0
02560,239.0,4.0
02560,425.6,1.0
02560,744.17,6.0
02560,1220.66,7.0
02560,1471.07,1.0
0256000,60.0,3.0
0256010,86.0,1.0
0256010,534.79,1.0
0256010,1005.4,1.0
0256040,32.0,6.0
0256040,35.75,6.0
0256040,90.0,4.0
0256040,299.0,4.0
0256040,514.14,1.0
0256040,663.0,1.0
0256040,1266.0,1.0
0256042,28.0,71.0
0256042,83.2,2.0
0256042,167.47,1.0
0256042,199.3,10.0
0256042,268.0,2.0
0256042,440.6,15.0
0256042,550.0,1.0
0256042,574.78,1.0
0256042,788.82,10.0
0256042,855.03,1.0
0256042,1261.72,10.0
0256042,1806.17,20.0
0256064,1377.76,1.0
0256088,71.82,1.0
0256088,1594.08,2.0
0256210,3682.62,1.0
0256210,49500.0,1.0
02563,495.01,1.0
02563,2850.0,1.0
02563100500,1798.0,1.0
0257041,16.81,24.0
0257041,18.62,24.0
0257041,36.0,40.0
02585,502.7,1.0
02585,1138.77,1.0
02585,1177.73,1.0
0258500,1690.81,1.0
0258540,854.81,1.0
0258540,1770.3,1.0
025J213,27199.9,3.0
03100,1040.73,1.0
0310000,36.38,2.0
0310000,1115.02,2.0
0310000,1163.52,2.0
03103,65.0,4.0
03103,152.1,1.0
03103,190.0,1.0
03103,212.6,1.0
03103,239.84,1.0
03103,250.0,2.0
03103,319.8,1.0
03103,320.0,1.0
03103,388.94,1.0
03103,395.0,1.0
03103,402.85,1.0
03103,565.5,1.0
03103,569.67,1.0
03103,635.72,1.0
03103,644.66,1.0
03103,687.58,1.0
03103,747.83,1.0
03103,750.5,1.0
03103,792.93,1.0
03103,1005.0,1.0
03103,1091.0,1.0
03103,1157.8,5.0
03103,1336.0,2.0
03103,1373.04,1.0
03103,1475.0,1.0
03103,1512.12,1.0
03103,1635.37,1.0
03103,1935.0,1.0
03103,1955.34,1.0
03103,2220.9,1.0
03103,2290.0,1.0
03103,2499.98,1.0
03103,2672.53,2.0
03103,2711.0,1.0
03103,2885.0,1.0
03103,2990.76,1.0
03103,3231.0,1.0
03103,3262.0,1.0
03103,3296.09,1.0
03103,3353.0,1.0
03103,3470.0,1.0
03103,3541.27,1.0
03103,4229.0,1.0
03103,4281.0,1.0
03103,4334.58,1.0
03103,4353.0,1.0
03103,4366.0,1.0
03103,4470.0,1.0
03103,4733.0,1.0
03103,5016.0,1.0
03103,5217.0,1.0
0310300,515.2,4.0
0310300,2500.0,1.0
0310301,50.18,1.0
0310301,68.4,1.0
0310301,195.0,1.0
0310301,2032.05,1.0
0310301,2041.0,1.0
0310301,2122.96,1.0
0310301,2469.0,1.0
0310301,3566.0,1.0
03105,31.51,3.0
03105,80.0,1.0
03105,899.0,3.0
03105,930.38,3.0
03105,1666.65,3.0
03105,1894.0,1.0
03105,4250.0,3.0
0310520,895.0,2.0
0310520,1965.0,1.0
0310521,36.38,2.0
0310521,1163.52,2.0
0310522,3250.0,2.0
0310522,5472.4,1.0
0310522,193705.0,1.0
0310536,33.56,1.0
0310536,51.54,1.0
0310536,1448.38,1.0
03106,21.47,1.0
03106,25.96,1.0
03106,46.56,1.0
03106,64.0,2.0
03106,81.37,1.0
03106,97.0,1.0
03106,147.0,1.0
03106,154.0,7.0
03106,172.0,1.0
03106,183.0,1.0
03106,201.0,10.0
03106,750.0,2.0
03106,964.0,2.0
03106,1070.0,1.0
03106,1199.0,1.0
03106,1354.0,1.0
03106,1515.74,1.0
03106,1530.05,3.0
03106,1550.0,1.0
03106,1558.2,2.0
03106,1559.2,3.0
03106,1652.0,1.0
03106,1708.53,1.0
03106,1745.15,1.0
03106,1766.0,4.0
03106,1823.72,1.0
03106,1832.0,1.0
03106,1839.1,1.0
03106,1950.0,2.0
03106,2058.1,1.0
03106,2090.36,1.0
03106,2098.0,3.0
03106,2280.0,1.0
03106,2294.46,1.0
03106,2336.42,1.0
03106,2581.3,1.0
03106,2680.0,1.0
03106,2824.0,3.0
03106,2829.0,1.0
03106,2990.0,1.0
03106,3052.33,4.0
03106,3223.0,1.0
03106,3495.0,1.0
03106,3679.48,2.0
03106,5688.61,2.0
0310600,1224.51,1.0
0310600,2320.94,5.0
0310638,5.06,12.0
0310638,6.26,2.0
0310638,10.1,12.0
0310638,14.01,12.0
0310638,19.17,1.0
0310638,100.17,1.0
0310638,114.23,3.0
0310638,150.07,1.0
0310638,151.25,1.0
0310638,157.58,12.0
0310638,159.08,1.0
0310638,173.25,2.0
0310638,184.0,1.0
0310638,192.4,2.0
0310638,231.57,1.0
0310638,263.72,1.0
0310638,321.99,3.0
0310638,405.91,1.0
0310638,429.15,8.0
0310638,439.0,1.0
0310638,439.06,1.0
0310638,439.56,1.0
0310638,443.77,1.0
0310638,451.29,1.0
0310638,463.8,3.0
0310638,489.0,1.0
0310638,499.8,3.0
0310638,700.0,3.0
0310638,815.0,1.0
0310638,1251.57,1.0
0310638,1444.12,1.0
0310638,1589.54,1.0
0310638,1627.43,1.0
0310638,1656.28,1.0
0310655,0.34,6.0
0310655,41.65,1.0
0310655,111.0,1.0
0310655,241.39,1.0
0310655,977.0,1.0
0310655,1002.05,1.0
0310655,1008.41,1.0
0310655,1028.51,2.0
0310655,2368.0,1.0
03108,1.0,489.16
03108,630.0,24.0
03108,1798.75,8.0
03108,1964.0,18.0
0310900,937.0,1.0
0310915,1.0,1370.0
03110,71.0,7042.25352
0311041,1.0,2700.0
0311041,4.44,27.0
0311041,5.04,36.0
0311041,56.5,81.0
0311041,65.24,45.0
0311041,263.0,4.0
0311041,320.0,8.0
0311041,330.4,1.0
0311041,340.0,1.0
0311041,353.44,1.0
0311041,424.29,1.0
0311041,899.2,1.0
0311041,1330.0,2.0
03111,370.0,3.0
03111,1232.5,1.0
03111,1611.32,1.0
03111,4743.0,1.0
03111,6827.0,2.0
03111,26664.0,2.0
0311100,1412.22,1.0
0311103,44.93,2.0
0311107,1.0,129.87
0311110,1411.0,1.0
0311150,9.7,2.0
0311150,4774.0,1.0
0311150,11788.8,1.0
0311300,1020.64,1.0
0311300,4893.07,1.0
0311355,148.63,3.0
0311355,328.41,1.0
0311500,23959.0,2.0
03116,3.4,1.0
03116,3.41,3.0
03117,53.4,1.0
03117,200.8,1.0
03117,1003.0,2.0
03117,1251.0,1.0
03117,3641.875,2.0
0311815,48.0,2.0
0311815,6775.0,1.0
03120,575.0,2.0
03120,625.0,3.0
03120,670.0,2.0
03120,974.87,1.0
03121,4.43,1.0
03121,93.34,2.0
03121,98.72,1.0
03121,118.96,1.0
03121,167.94,1.0
03121,595.8,3.0
03121,619.5,5.0
03121,674.0,5.0
03121,898.77,1.0
03121,1473.42,1.0
03121,1590.41,1.0
03121,1599.71,1.0
03121,1900.0,1.0
03121,1950.0,1.0
03121,3149.0,2.0
03123,67.38,1.0
03123,86.48,1.0
03123,101.63,3.0
03123,497.55,1.0
03123,874.5,1.0
03123,1489.68,1.0
03123,2011.0,2.0
03123,2310.0,1.0
03123,4143.0,1.0
03123,4450.0,2.0
03123,6147.0,1.0
03123,7750.0,1.0
03124,2304.9,1.0
0312400,662.0,1.0
03125,1.0,252.5
03125,8.0,8.0
03125,8.85,16.0
03125,13.85,10.0
03125,14.4,25.0
03125,18.04,2.0
03125,21.0,6.0
03125,28.48,18.0
03125,28.72,1.0
03125,38.74,10.0
03125,41.47,10.0
03125,42.62,6.0
03125,44.0,3.0
03125,53.98,18.0
03125,54.97,4.0
03125,57.0,1.0
03125,63.86,32.0
03125,66.64,2.0
03125,71.54,6.0
03125,74.24,4.0
03125,76.37,20.0
03125,86.56,12.0
03125,103.73,1.0
03125,105.0,10.0
03125,172.39,1.0
03125,173.55,10.0
03125,193.94,1.0
03125,201.45,18.0
03125,211.87,1.0
03125,219.45,1.0
03125,222.0,2.0
03125,241.86,6.0
03125,245.0,1.0
03125,246.41,1.0
03125,260.37,10.0
03125,293.7,5.0
03125,314.0,2.0
03125,347.7,1.0
03125,353.0,2.0
03125,367.74,1.0
03125,378.82,1.0
03125,398.05,1.0
03125,508.44,1.0
03125,741.03,1.0
03125,747.0,1.0
03125,1005.22,1.0
03125,1046.65,1.0
03125,1095.0,1.0
03125,1103.41,1.0
03125,1242.5,1.0
03125,1448.0,1.0
03125,1700.0,1.0
03125,1710.32,1.0
03125,1830.0,1.0
03125,1929.62,1.0
03125,2563.56,1.0
03125,2889.62,1.0
03125,2951.2,1.0
0312500,9.38,7.0
0312500,9.42,10.0
0312500,23.09,10.0
0312500,34.7,1.0
0312500,39.83,1.0
0312500,67.52,3.0
0312500,128.16,1.0
0312500,352.29,1.0
0312500,410.79,1.0
0312500,834.0,1.0
0312500,1185.0,1.0
0312500,3100.0,2.0
0312541,10.0,4.0
0312541,92.3,2.0
0312541,109.26,4.0
0312541,134.0,2.0
0312541,225.0,6.0
0312541,241.86,6.0
0312541,276.0,1.0
0312545,9.79,1.0
0312545,12.39,1.0
0312545,30.0,1.0
0312545,40.0,1.0
0312545,196.02,1.0
0312545,198.54,1.0
0312584,11.5,57.0
0312584,26.15,2.0
0312584,35.91,3.0
0312584,38.0,114.0
0312584,42.62,15.0
0312584,45.15,1.0
0312584,49.01,12.0
0312584,54.83,4.0
0312584,60.42,2.0
0312584,82.0,2.0
0312584,84.33,2.0
0312584,91.26,1.0
0312584,147.0,2.0
0312584,158.0,3.0
0312584,295.0,57.0
0312584,351.0,15.0
0312585,10.58,10.0
0312585,43.9,1.0
0312585,57.56,1.0
0312585,66.04,1.0
0312585,109.69,1.0
0312585,217.95,1.0
0312585,260.29,1.0
0312585,1519.02,1.0
0312585,2342.6,1.0
0312585,2397.01,1.0
0312585,2446.02,1.0
0312585,3562.36,1.0
0312585,5692.0,1.0
03126,15.17,40.0
03126,42.72,9.0
03126,46.63,5.0
03126,65.58,12.0
03126,118.67,13.0
03126,125.0,16.0
03126,197.94,1.0
03126,238.1,1.0
03126,1300.0,1.0
0312641,38.02,2.0
0312641,97.02,2.0
0312641,137.67,2.0
0312641,201.53,3.0
0312641,221.43,5.0
0312641,1466.55,2.0
0312671,24.37,1.0
0312671,38.67,1.0
0312671,102.29,10.0
0312671,439.15,1.0
0312671,694.57,3.0
0312671,1395.45,1.0
03129,17.45,5.0
03129,23.83,5.0
03129,241.0,10.0
03129,241.34,3.0
03129,250.0,6.0
0312900,221.66,2.0
0312900,240.8,3.0
03130,1561.0,2.0
03132,200.0,1.0
03132,265.0,3.0
03132,495.0,1.0
0313242,1.0,487.18
0313242,1.622,150.0
0313242,2.8,300.0
0313242,3.8,15.0
0313242,4.478,40.0
0313242,5.567,40.0
0313242,7.6,300.0
0313242,8.067,8.0
0313242,10.078,4.0
0313242,63.333,4.0
0313242,72.133,2.0
0313242,93.856,5.0
0313242,106.644,2.0
0313242,213.0,1.0
0313242,760.64,1.0
0313242,1292.62,1.0
03133,29.205,2.0
03133,67.0,6.0
03134,65.5,36.0
03134,68.0,38.0
03134,109.0,13.0
0313640,1.0,411.2
0313640,2.8,1008.0
0313640,2.96,768.0
0313640,15.99,5.0
0313640,145.0,1.0
0313640,203.4,4.0
0313640,270.37,1.0
03138,3283.75,1.0
0313831,2795.0,2.0
03140,199.0,1.0
03140,748.0,4.0
03140,753.0,6.0
03140,773.0,10.0
03140,802.0,10.0
03140,867.0,18.0
03140,897.0,5.0
03140,899.0,12.0
03140,929.0,4.0
03140,950.0,12.0
03140,974.0,28.0
03140,1003.0,20.0
03140,1032.0,12.0
0314010,23.0,2.0
0314010,29.6,11.0
0314010,40.6,1.0
0314010,69.89,1.0
0314010,114.73,2.0
0314017,1.0,3896.3
