COMMODITY,PRECO,QUANTIDADE
28796,30.58,20.0
28796,31.19,20.0
28796,31.54,20.0
28796,31.67,30.0
28796,32.0,7.0
28796,32.16,8.0
28796,33.83,10.0
28796,33.9,4.0
28796,34.3,5.0
28796,34.73,10.0
28796,35.0,8.0
28796,35.31,14.0
28796,35.32,6.0
28796,35.39,5.0
28796,36.0,1.0
28796,36.04,30.0
28796,36.3,6.0
28796,36.32,6.0
28796,37.0,8.0
28796,37.28,1.0
28796,37.61,32.0
28796,37.63,4.0
28796,37.87,20.0
28796,37.96,10.0
28796,38.0,0.5
28796,38.1,10.0
28796,38.12,10.0
28796,38.15,2.0
28796,38.29,20.0
28796,38.34,7.0
28796,38.55,4.0
28796,38.83,4.0
28796,38.9,20.0
28796,39.0,24.0
28796,39.23,30.0
28796,39.45,20.0
28796,40.0,18.0
28796,40.35,4.0
28796,40.37,40.0
28796,40.49,10.0
28796,40.54,10.0
28796,40.88,10.0
28796,40.89,100.0
28796,41.0,6.0
28796,41.09,2.0
28796,41.13,20.0
28796,41.2,20.0
28796,41.24,10.0
28796,41.68,1.0
28796,41.9,6.0
28796,42.39,10.0
28796,42.49,20.0
28796,42.6,2.0
28796,42.62,30.0
28796,42.85,2.0
28796,43.02,2.0
28796,43.35,10.0
28796,43.44,20.0
28796,43.88,10.0
28796,44.0,2.0
28796,44.208,10.0
28796,44.43,10.0
28796,44.88,30.0
28796,45.0,5.0
28796,45.76,30.0
28796,45.98,6.0
28796,46.0,4.5
28796,46.38,2.9
28796,46.45,12.0
28796,46.99,10.0
28796,47.0,10.0
28796,47.13,20.0
28796,47.8,2.0
28796,48.0,10.0
28796,48.24,20.0
28796,48.78,2.0
28796,49.0,2.0
28796,49.06,2.0
28796,50.0,46.75
28796,50.29,2.0
28796,50.51,10.0
28796,50.71,12.0
28796,51.34,20.0
28796,52.0,5.5
28796,52.86,8.0
28796,53.54,6.0
28796,54.5,2.0
28796,55.0,18.0
28796,55.05,20.0
28796,55.79,8.0
28796,56.0,22.0
28796,56.2,8.0
28796,56.42,2.0
28796,57.0,4.0
28796,57.07,4.0
28796,57.44,20.0
28796,57.99,1.0
28796,58.0,2.0
28796,58.34,4.0
28796,60.0,16.0
28796,60.41,28.0
28796,60.8,10.0
28796,60.88,4.0
28796,61.0,13.5
28796,61.08,2.0
28796,61.62,10.0
28796,62.0,1.0
28796,62.5,20.0
28796,63.0,5.825
28796,63.33,4.0
28796,63.35,4.0
28796,63.41,12.0
28796,63.68,6.0
28796,64.0,4.0
28796,64.15,1.0
28796,64.16,2.0
28796,64.68,8.0
28796,65.0,59.0
28796,65.15,10.0
28796,65.75,1.0
28796,65.95,8.0
28796,66.0,5.5
28796,67.0,1.5
28796,67.21,4.0
28796,68.0,5.0
28796,69.0,28.5
28796,69.83,2.0
28796,70.0,44.75
28796,70.3,6.0
28796,71.0,1.0
28796,71.02,4.0
28796,71.36,10.0
28796,73.2,6.0
28796,73.25,20.0
28796,73.67,1.0
28796,73.78,20.0
28796,74.0,100.0
28796,75.0,47.0
28796,77.0,6.0
28796,78.0,8.0
28796,78.4,1.0
28796,78.99,25.0
28796,79.0,0.5
28796,79.79,8.0
28796,80.0,8.5
28796,82.0,6.0
28796,82.8,5.0
28796,82.95,1.0
28796,84.0,16.0
28796,84.65,6.0
28796,88.0,12.0
28796,88.64,26.0
28796,90.0,31.0
28796,90.89,10.0
28796,91.5,2.0
28796,91.97,6.0
28796,95.0,8.0
28796,95.16,1.0
28796,98.0,1.0
28796,98.1,4.0
28796,98.78,6.0
28796,99.0,10.5
28796,99.19,1.0
28796,100.0,1.0
28796,105.3,1.0
28796,106.0,2.0
28796,107.0,5.0
28796,110.0,14.5
28796,111.25,6.0
28796,120.0,8.0
28796,122.0,1.0
28796,125.0,4.0
28796,128.55,15.0
28796,129.0,1.0
28796,130.0,0.25
28796,132.0,0.5
28796,140.0,10.0
28796,160.0,7.0
28796,162.35,1.0
28796,163.18,5.0
28796,167.53,1.0
28796,170.0,29.0
28796,172.0,2.0
28796,173.44,12.0
28796,175.0,1.5
28796,176.61,6.0
28796,180.0,20.0
28796,180.9,10.0
28796,181.77,1.0
28796,184.74,21.0
28796,185.0,6.0
28796,190.0,1.0
28796,192.0,1.5
28796,194.16,1.0
28796,198.0,5.0
28796,200.0,2.0
28796,210.0,1.0
28796,212.58,10.0
28796,217.24,2.0
28796,220.0,8.75
28796,224.91,4.0
28796,228.69,20.0
28796,230.0,1.25
28796,233.5,9.0
28796,234.0,1.0
28796,236.0,49.0
28796,239.0,2.0
28796,240.0,5.0
28796,241.38,3.0
28796,257.0,4.0
28796,260.0,1.0
28796,270.37,2.0
28796,283.18,10.0
28796,295.0,3.5
28796,296.67,6.0
28796,300.0,2.0
28796,304.0,2.0
28796,310.0,13.0
28796,320.0,0.25
28796,335.0,2.0
28796,347.08,1.0
28796,353.0,2.0
28796,360.0,2.0
28796,364.13,2.0
28796,370.0,4.0
28796,375.0,2.0
28796,376.67,1.0
28796,384.41,17.0
28796,385.0,2.0
28796,388.24,4.0
28796,390.0,3.0
28796,393.26,2.0
28796,394.4,12.0
28796,400.0,5.5
28796,411.38,10.0
28796,420.0,3.0
28796,426.0,12.0
28796,429.03,12.0
28796,440.0,3.0
28796,449.0,6.0
28796,450.0,2.0
28796,460.93,20.0
28796,465.0,3.0
28796,487.05,13.0
28796,496.6,1.0
28796,498.8,1.0
28796,500.0,6.0
28796,520.0,2.0
28796,542.65,2.0
28796,545.0,1.0
28796,546.09,21.0
28796,550.0,3.0
28796,558.0,2.0
28796,579.87,1.0
28796,580.0,8.0
28796,592.19,5.0
28796,632.91,5.0
28796,636.54,9.0
28796,645.0,90.0
28796,698.06,4.0
28796,750.0,3.0
28796,754.95,2.0
28796,774.56,42.0
28796,782.73,8.0
28796,794.71,50.0
28796,910.0,10.0
28796,953.52,1.0
28796,1211.0,2.0
28796,1220.0,2.0
28796,1250.0,2.0
28796,1260.0,1.0
28796,1300.0,2.5
28796,1320.0,1.5
28796,1350.0,1.5
28796,1360.0,3.0
28796,1399.0,1.0
28796,1430.0,1.0
28796,1440.0,6.0
28796,1525.0,2.0
28796,1650.0,1.0
28796,1760.0,0.5
28796,1891.0,1.0
28796,1906.31,21.0
28796,1960.0,1.0
28796,2147.0,2.0
28796,2231.0,1.0
28796,3694.89,2.0
28796,5720.0,2.0
2879610,66.5,24.0
2879623,0.16,7000.0
2879623,1.6,1500.0
2879624,8.61,40.0
2879624,9.36,20.0
2879624,9.62,30.0
2879624,10.09,30.0
2879624,10.17,1.0
2879624,10.31,30.0
2879624,10.67,1.0
2879624,10.88,10.0
2879624,11.44,10.0
2879624,11.99,20.0
2879624,12.55,30.0
2879624,12.56,20.0
2879624,13.13,30.0
2879624,13.36,40.0
2879624,13.68,20.0
2879624,14.24,20.0
2879624,14.25,30.0
2879624,14.8,20.0
2879624,14.81,30.0
2879624,15.11,20.0
2879624,15.38,10.0
2879624,15.94,20.0
2879624,17.07,10.0
2879624,18.68,20.0
2879624,20.62,1.0
2879624,22.36,1.0
2879625,1.0,400.5
2879625,1.4454,250.0
2879635,0.442667,15.0
2879635,0.91806,7.0
2879635,11.24,37.0
2879635,75.0,1.0
2879688,0.85,180.0
2879688,2.32,300.0
290,196.88,12.0
290,6275.0,1.0
29000,2085.0,1.0
29000,2900.0,1.0
29000,3851.25,1.0
29010,1.85,54000.0
29040,66.58,10.0
29040,179.55,10.0
29040,200.0,10.0
29040,226.2,10.0
29080,892.0,4.0
30500,7.5,2.0
30500,12.0,2.0
30500,189.95,2.0
30500,229.63,1.0
30500,3000.0,1.0
30500,47265.3,1.0
30504,3.95,4.0
30504,7.89,3.0
3050422,2.5,4.0
3050477,14.71,1.0
3050477,22.95,2.0
3050477,54.95,2.0
3051016,15.05,7.0
3051070,203.95,1.0
3051078,0.201,1250.0
3051078,1.0,158.06
30525,1.0,1162.13
30525,59.95,1.0
30525,79.45,1.0
30525,99.95,1.0
30525,124.95,1.0
30525,475.0,3.0
30525,589.0,2.0
3052512,225.0,2.0
3052512,695.0,1.0
3052512,1040.0,2.0
3052872,11.84,100.0
3052880,150.0,1.0
3053060,1.0,222.0
3053067,19625.86,1.0
3053302,5.28,4.0
3053355,162.39,1.0
3053565,29.0,1.0
3053565,30.0,1.0
3053565,50.0,1.0
3053565,55.0,1.0
3053567,12.0,7.0
3054220,0.32,200.0
3054258,24.0,48.0
3054258,26.98,4.0
3054258,32.69,2.0
3054258,207.0,1.0
3054258,214.3,1.0
3054258,892.0,1.0
30548,1.0,340.0
30548,64.0,15.0
30548,140.0,1.0
30548,153.0,15.0
3054811,1.0,2588.41
3054811,6.8,24.0
3054811,23.5,1.0
3054811,25.0,7.0
3054811,38.4,1.0
3054811,67.75,1.0
3054811,83.0,1.0
3054811,100.8,1.0
3054811,483.6,33.0
3054811,495.0,16.0
3054811,602.0,20.0
3055018,1.17,576.0
3055024,68.5,3.0
3055037,1.0,1077.96
3055037,13.22,2.0
3055037,150.79,8.0
3055037,229.95,1.0
3055037,240.0,2.0
3055041,23.97,100.0
3055061,1.0,272.85
3055073,1.0,231.15
3055077,1.48,756.0
3055077,1.5,1197.0
3055077,1.76,1143.0
3055078,1.63,12.0
30553,229.9,1.0
3055306,202.24,1.0
3055318,105.0,10.0
3055762,0.74,2987.0
3055762,1.2577,500.0
3055857,55.0,2.0
30560,15.95,1.0
3056010,161.03,1.0
3056010,288.5,1.0
3056084,378.84,1.0
3056095,14.8,2.0
3056095,45.0,5.0
3056095,154.41,10.0
30560950001,29.48,28.0
30560950001,33.88,30.0
30560950001,48.29,25.0
30560950001,49.02,22.0
30560950001,49.72,51.0
30560950001,57.28,60.0
30560950001,70.22,69.0
30560950001,91.0,3.0
30560950001,91.026,2.0
30560950001,91.5071,2.0
30560950001,91.5072,82.0
30560950001,92.937,12.0
30560950001,93.0,2.0
30560950001,99.75,16.0
30560950001,99.95,31.0
30560950001,113.0,6.0
30560950001,117.5,5.0
30560950001,119.95,3.0
30560950001,124.95,2.0
30560950002,34.508,5.0
30560950002,47.12,51.0
30560950002,48.38,68.0
3056945,585.0,1.0
3057540,1.0,370.75
3057540,16.23,1.0
30578,625.5,1.0
30578,648.33,3.0
30578,825.14,2.0
30578,1157.42,4.0
30578,1536.94,3.0
30578,12925.0,1.0
30578,43404.57,1.0
30578,49661.18,3.0
3057820,158.5,1.0
3057849,1.0,703.89
30580,6867.79,1.0
30580,12740.0,1.0
30580,18001.72,1.0
310,0.075,600.0
310,0.1728,2500.0
31000,0.0092,500.0
31000,0.06,1000.0
31000,0.08,11000.0
31000,0.1,16500.0
31000,0.13,18500.0
31000,1.0,300.0
31000,16.28,5.0
31000,20.5,100.0
31000,21.9,125.0
31000,22.65,37.5
31000,25.65,12.5
31000,28.06,2.5
31000,28.65,12.5
31000,65.0,10.0
31000,105.0,5.0
31000,145.5,2.0
31003,60.0,5.0
31003,64.0,25.0
31003,78.0,15.0
3100632,102.74,15.0
3100632,116.0,20.0
3100632,117.2,7.0
3100632,118.04,63.0
3100632,144.0,20.0
3100632,183.0,18.0
3100632,237.28,38.0
3100632,239.0,8.0
3100632,337.0,10.0
3100632,355.0,5.0
3100632,360.0,5.0
3100632,375.0,15.0
31024,28.35,12.5
31024,30.05,20.0
31024,30.25,25.0
31024,30.75,75.0
31024,41.1,12.5
3103038,1564.0,1.0
3103043,25.0,1.0
3103043,25.05,1.0
3103043,30.05,10.0
3103043,36.65,2.0
3103043,36.67,2.0
3103043,38.91,5.0
3103043,39.05,5.0
3103043,40.8,10.0
3103043,41.19,5.0
3103043,48.75,3.0
3103043,49.0,20.0
3103043,55.02,1.0
3103043,55.08,1.0
3103043,57.9,1.0
3103043,58.42,1.0
3103043,58.43,1.0
3103043,59.1,1.5
3103043,62.25,1.0
3103043,62.27,1.0
3103043,63.73,20.0
3103043,68.45,1.0
3103043,68.49,1.0
3103043,72.5,3.0
3103043,72.75,8.0
3103043,77.5,1.0
31030670001,43.1,5.0
3103070,6.14,2.0
31048,14.22,1.0
31048100001,64.0,1.0
31048101001,11.6,11.85345
31048102001,8.34,42.0
31048102001,8.76,96.0
31048112001,10.49,3800.0
31048112003,11.45,1900.0
31048112003,12.18,3805.5
31048113002,12.45,5700.0
31048113002,13.25,3800.0
31048113002,48.75,80.0
3106016,20.5,75.0
3106016,76.35,10.0
3106016,2052.0,1.0
3106042,21.0,225.0
3106042,22.0,62.0
3106042,25.98,62.0
3106042,26.0,50.0
31067,15.59,1.0
31067,29.79,1.0
31067,150.0,1.0
31500,16.0,12.0
31500,34.0,130.0
31500,233.2,1.0
31500,312.0,1.0
31500,415.45,1.0
31510,15.505,24.0
3151020,22.1,1.0
3151020,25.0,2.0
3151020,31.01,5.0
3151020,91.52,2.0
3151020,93.0,7.0
3151020,125.0,3.0
3151033,65.88,1.0
3151033,149.0,1.0
3151033,618.6,1.0
31510330001,99.47,8.0
31510330001,101.61,10.0
31510330001,105.25,120.0
31510330001,113.25,300.0
31510330001,117.1,250.0
31510330001,119.0,15.0
31510330001,123.9,150.0
31510330001,125.94,100.0
31510330001,140.0,85.0
31510330001,155.0,11.0
3151034,15.75,4.0
3151034,23.69,48.0
3151037,3.7428,25.0
3151037,113.04,1.0
3151037,931.28,1.0
3151044,65.0,3.0
3152020,0.95,400.0
3152020,16.0,46.0
3152020,18.0,24.0
3152020,24.283,20.0
3152020,41.0,17.0
31520200001,1.16,72.0
31520200001,1.47,36.0
31520200001,1.61,24.0
31520200001,1.95,12.0
3152030,26.15,24.0
3152030,53.0,18.0
31540,38.98,8.0
31540,43.09,2.0
31580,6.93,20.0
31580,8.78,175.0
31580,12.61,5.0
31580,12.77,5.0
31580,30.0,1.0
31580,71.25,18.0
31580,275.54,2.0
31580,318.5,4.0
31580,349.73,1.0
31580,869.6,36.0
31580,1559.0,6.0
31840,0.99,5.0
31840,1.0,616.6
31840,2.4,22.0
31840,2.9,225.0
31840,3.0,120.0
31840,5.25,100.0
31840,12.0,1.0
31840,40.0,1.0
31840,107.5,17.0
31840,151.39,1.0
31840,213.27,2.0
31840,894.7,1.0
31840,895.0,3.0
31870,65.0,4.0
31870,325.0,4.0
31870,720.0,1.0
31870,3702.5,1.0
31870,8200.0,3.0
31870,20000.0,4.0
31870,44147.5,1.0
31880,479.0,1.0
31888,0.15,300.0
31888,2.0,4915.0
31888,3.97,300.0
32010,1.0,427.19
32010,34.33,176.0
32010,47.0,80.0
3201011,14.72,1.0
3201037,0.665,200.0
3201041,41.38,6.0
3201042,0.025,200.0
3201042,0.036,200.0
3201042,0.0361,300.0
3201042,0.0413,100.0
3201042,0.0439,200.0
3201042,0.0529,300.0
3201042,0.0556,100.0
3201042,0.0591,100.0
3201042,0.0598,300.0
3201042,0.0616,200.0
3201042,0.0639,100.0
3201042,0.0642,300.0
3201042,0.065,100.0
3201042,0.0675,100.0
3201042,0.0689,100.0
3201042,0.0713,300.0
3201042,0.072,200.0
3201042,0.076,100.0
3201042,0.0769,100.0
3201042,0.0778,300.0
3201042,0.0808,200.0
3201042,0.0844,100.0
3201042,0.0882,200.0
3201042,0.0924,50.0
3201042,0.0942,50.0
3201042,0.097,100.0
3201042,0.1074,300.0
3201042,0.1403,100.0
3201042,0.1731,50.0
3201042,0.1795,150.0
3201042,0.1875,100.0
3201042,0.19,100.0
3201042,0.26,24.0
3201042,0.375,50.0
3201042,0.47,145.0
3201042,0.6188,10.0
3201042,0.6309,10.0
3201042,0.795,50.0
3201042,1.1,6.0
3201042,1.73,24.0
3201042,2.02,4.0
3201042,3.07,1.0
3201042,3.24,5.0
3201042,6.84,12.0
3201042,7.7,6.0
3201042,8.96,4.0
3201042,11.3,4.0
3201042,12.0,1.0
3201042,13.89,1.0
3201042,16.9,1.0
3201042,18.51,5.0
3201042,29.54,1.0
3201044,500.0,1.0
3201056,0.0153,1000.0
3201056,0.024,1000.0
3201056,0.0379,1000.0
3201056,0.07,1000.0
3201056,0.1,1000.0
3201056,0.141,400.0
3201056,0.89,4000.0
3201056,1.0,318.81
3201056,1.07,960.0
3201056,1.13,960.0
3201056,1.19,3600.0
3201056,1.59,25.0
3201056,2.025,100.0
3201056,2.58,48.0
3201056,2.87,50.0
3201056,3.19,75.0
3201056,92.5,52.0
3201075,1.0,2930.3
3201076,0.08,3000.0
3201076,1.0,439.85
3201078,1.0,393.26
3201088,775.0,1.0
32020,0.0629,100.0
32020,0.067,50.0
32020,0.09,100.0
32020,0.0933,80.0
32020,0.13,250.0
32020,0.1328,100.0
32020,0.239,50.0
32020,0.47,250.0
32020,0.48,250.0
32020,0.5,1250.0
32020,0.52,250.0
32020,0.53,500.0
32020,0.55,1000.0
32020,0.57,8300.0
32020,0.58,801.0
32020,0.59,2000.0
32020,0.6,3650.0
32020,0.69,160.0
32020,0.7,4000.0
32020,0.71,3420.0
32020,0.73,1300.0
32020,0.75,198.0
32020,0.76,1050.0
32020,0.77,250.0
32020,0.78,8550.0
32020,1.0,1681.82
32020,2.3,32.0
32020,2.6,416.0
32020,2.69,225.0
32020,2.7,550.0
32020,2.75,325.0
32020,2.77,100.0
32020,2.79,450.0
32020,2.8,1275.0
32020,2.82,1670.0
32020,2.85,500.0
32020,2.87,100.0
32020,2.92,150.0
32020,2.94,150.0
32020,2.95,25.0
32020,3.0,2530.0
32020,3.05,580.0
32020,3.07,101.0
32020,3.1,75.0
32020,3.15,50.0
32020,3.2,100.0
32020,3.28,160.0
32020,3.33,50.0
32020,3.34,300.0
32020,3.35,330.0
32020,3.85,125.0
32020,11.1691,1.0
32020,14.66,1.0
32020,15.18,1.0
32020,81.25,6.0
32020,173.68,1.0
32020,188.95,1.0
32020,223.6,1.0
32020,278.8,1.0
32020,662.9,1.0
32020,1110.42,1.0
3202010,0.06,100.0
3202010,0.07,50.0
3202010,0.14,2200.0
3202010,0.24,1000.0
3202010,0.4,400.0
3202010,0.5,350.0
3202010,0.57,250.0
3202010,0.6,700.0
3202010,0.65,641.0
3202010,0.7,3800.0
3202010,0.71,1126.0
3202010,0.72,900.0
3202010,0.74,100.0
3202010,0.75,550.0
3202010,0.8,396.0
3202010,0.86,150.0
3202010,0.9,200.0
3202010,0.94,3050.0
3202010,0.95,1900.0
3202010,0.96,3850.0
3202010,0.97,2650.0
3202010,0.99,700.0
3202010,1.0,2290.0
3202010,1.01,650.0
3202010,1.02,300.0
3202010,1.03,150.0
3202010,1.04,700.0
3202010,1.05,1800.0
3202010,1.07,150.0
3202010,1.08,650.0
3202010,1.1,2900.0
3202010,1.11,1250.0
3202010,1.12,850.0
3202010,1.13,210.0
3202010,1.14,11322.0
3202010,1.15,6980.0
3202010,1.16,1000.0
3202010,1.17,2500.0
3202010,1.18,2100.0
3202010,1.19,3375.0
3202010,1.2,5145.0
3202010,1.22,520.0
3202010,1.23,1603.0
3202010,1.25,15560.0
3202010,1.28,900.0
3202010,1.3,1529.0
3202010,1.33,700.0
3202010,1.34,842.0
3202010,1.35,2290.0
3202010,1.37,1575.0
3202010,1.38,50.0
3202010,1.4,340.0
3202010,1.42,600.0
3202010,1.44,11535.0
3202010,1.45,4030.0
3202010,1.47,90.0
3202010,1.49,491.0
3202010,1.5,4870.0
3202010,1.52,940.0
3202010,1.54,50.0
3202010,1.55,3130.0
3202010,1.58,900.0
3202010,1.6,5850.0
3202010,1.62,1230.0
3202010,1.65,1620.0
3202010,1.7,125.0
3202010,1.75,500.0
3202010,1.79,600.0
3202010,1.82,160.0
3202010,1.84,825.0
3202010,1.85,100.0
3202010,1.86,100.0
3202010,1.88,400.0
3202010,1.9,300.0
3202010,1.93,100.0
3202010,1.95,500.0
3202010,1.98,450.0
3202010,2.0,4430.0
3202010,2.03,75.0
3202010,2.05,375.0
3202010,2.08,312.0
3202010,2.1,775.0
3202010,2.12,400.0
3202010,2.15,370.0
3202010,2.2,4062.0
3202010,2.25,122.0
3202010,2.28,657.0
3202010,2.3,250.0
3202010,2.35,160.0
3202010,2.4,260.0
3202010,2.45,60.0
3202010,2.5,1134.0
3202010,2.6,125.0
3202010,2.67,100.0
3202010,2.76,100.0
3202010,2.8,116.0
3202010,2.95,75.0
3202010,3.0,663.0
3202010,3.05,145.0
3202010,3.1,50.0
3202010,3.12,60.0
3202010,3.15,150.0
3202010,3.2,6318.0
3202010,3.4,236.0
3202010,3.6,25.0
3202010,3.65,150.0
3202010,3.75,468.0
3202010,3.8,45.0
3202010,3.85,25.0
3202010,3.9,545.0
3202010,4.0,55.0
3202010,4.4,600.0
3202010,4.5,1800.0
3202010,4.75,600.0
3202010,4.85,500.0
3202010,5.3,400.0
3202010,5.82,800.0
3202010,7.0,600.0
3202010,9.75,60.0
32020100002,4.0,1.0
32020106054,0.23,100.0
32020106054,0.2312,200.0
32020106054,0.3478,50.0
32020106054,0.43,300.0
32020106063,0.49,150.0
32020106063,0.64,100.0
32020106063,0.8048,25.0
32020106063,0.8684,100.0
32020106063,0.8916,150.0
32020106063,1.449,30.0
32020106069,0.4,1100.0
32020106069,0.62,1600.0
32020106069,6.68,6.0
32020106069,10.0,77.0
32020106069,11.0,32.0
32020106069,15.5,20.0
32020106069,29.93,4.0
32020106069,33.4,8.0
32020106070,0.44,825.0
32020106070,0.48,500.0
32020106070,0.79,1650.0
32020106070,1.682,25.0
32020106070,11.0,33.0
32020106070,12.0,12.0
32020106070,36.99,4.0
32020106076,1.01,100.0
32020106077,0.66,300.0
32020106077,1.17,560.0
32020106077,13.2,31.0
32020106077,51.12,8.0
32020106078,0.75,360.0
32020106078,1.39,430.0
32020106078,15.0,28.0
32020106078,16.05,32.0
32020112001,0.95,1236.0
32020112001,1.1,200.0
32020112001,1.2,1000.0
32020112001,1.27,50.0
32020122012,0.1,150.0
32020122012,0.14,150.0
32020122012,1.6,100.0
32020122012,3.5,10.0
32020122012,3.7,1.0
32020122012,7.5,10.0
32020122013,0.15,100.0
32020122013,0.2,325.0
32020122013,5.0,10.0
32020130008,5.85,7.0
32020130009,5.85,20.0
3202028,0.0349,3000.0
3202028,0.0438,3500.0
3202028,0.046,4000.0
3202028,0.0903,1000.0
3202028,0.1422,100.0
3202028,0.146,2000.0
3202028,0.1476,200.0
3202028,0.203,2000.0
3202028,0.76,300.0
3202028,2.15,11.0
3202028,16.99,3.0
3202031,1.0,386.71
3202039,14.77,2.0
3202042,424.28,1.0
32020420001,5.99,5.0
32020420001,6.5,25.0
3202050,2.9,4.0
3202050,6.5,1.0
3202052,10.8,5.0
3202052,19.0,6.0
3202052,28.94,5.0
3202052,42.56,1.0
3202052,124.0,1.0
3202052,3221.05,1.0
32020520001,4.96,32.0
32020520001,5.77,5.0
32020520001,6.43,5.0
32020520001,6.53,59.0
32020520001,6.78,105.0
32020520001,8.66,6.0
32020520002,7.08,5.0
32020520002,8.01,51.0
32020520002,8.15,31.0
32020520002,10.25,157.0
32020520003,8.33,21.0
32020520003,9.29,24.0
32020520003,9.98,5.0
32020520003,11.19,5.0
32020520003,11.99,29.0
32020520003,686.76,1.0
3202056,0.046,1000.0
3202056,0.0903,2000.0
3202056,0.5166,500.0
3202056,1.0,173.08
3202056,1.2322,21.0
3202075,0.031,350.0
3202075,0.042,50.0
3202075,0.043,400.0
3202075,0.057,400.0
3202075,0.063,200.0
3202075,0.068,200.0
3202075,0.07,300.0
3202075,0.085,150.0
3202075,0.102,500.0
3202075,0.128,200.0
3202075,0.13,150.0
3202075,0.14,500.0
3202075,0.1428,300.0
3202075,0.225,500.0
3202075,0.27,400.0
3202075,0.3,300.0
3202075,0.75,25.0
3202075,1.79,5.0
3202075,3.36,5.0
3202079,0.06,400.0
3202079,0.1,400.0
3202079,0.28,570.0
3202079,0.37,570.0
3202079,0.53,400.0
3202079,0.88,570.0
32020800001,2.23,2200.0
32020800001,3.75,1500.0
32020800001,4.0,25.0
3202092,1005.43,1.0
32020941001,1.36,150.0
3202098,1.0,353.74
32020981001,1.4,45.0
32020981001,2.49,500.0
32020981001,3.25,750.0
32020981001,4.13,350.0
32020981002,1.06,75.0
32020981002,2.82,500.0
32020981002,3.2,1250.0
32020982001,0.7,100.0
32020982001,0.89,400.0
32020982001,3.2,400.0
32020982002,2.36,20.0
32020982002,2.9,250.0
32020982002,3.9,300.0
32022121001,1.5,2.0
32022121001,5.83,2.0
32022121004,1.86,3.0
32022121005,2.3,2.0
3202229,12.08,5.0
32035,0.67,2538.0
32035,0.7,1400.0
32035,0.71,1400.0
32035,0.72,700.0
32035,0.82,1800.0
32035,0.83,750.0
32035,0.85,1675.0
32035,0.88,550.0
32035,0.95,3377.0
32035,1.0,6729.95
32035,2.15,120.0
32035,3.55,15.0
3203529,574.29,2.0
3203564,351.0,6.0
3203650,23.0,5.0
32042,0.08,1000.0
32042,0.15,800.0
32042,0.69,1000.0
32042,1.4,450.0
32042,1.5,250.0
32042,1.55,1100.0
32042,1.58,3275.0
32042,1.59,100.0
32042,1.6,1475.0
32042,1.65,64.0
32042,1.68,175.0
32042,1.75,170.0
32042,1.8,595.0
32042,1.85,50.0
32042,1.9,2515.0
3204206,0.06,100.0
3204208,0.0336,100.0
3204208,0.035,100.0
3204211,5.1,2.0
3204218,1.941667,24.0
3204225,0.8,80.0
3204225,3.2,80.0
3204232,0.104,8.0
3204233,0.5364,126.0
3204233,1.6199,140.0
3204243,0.019,2000.0
3204243,0.035,3000.0
3204245,2.85,2.0
3204247,11.74,148.0
3204247,11.93,50.0
3204247,12.65,300.0
3204255,0.012,1000.0
3204255,0.014,500.0
3204255,0.0506,25.0
3204263,1.85,100.0
3204284,0.0315,200.0
3204284,0.0329,100.0
3204284,0.0336,100.0
3204284,0.089,100.0
3204284,0.108,200.0
3204284,0.153,100.0
3204294,0.4,2.0
32043210001,2.0,100.0
32043210002,0.4728,100.0
32043210002,0.49,800.0
32043210002,1.0308,150.0
32043221001,0.73,3300.0
32043221001,0.816,1000.0
32043221001,0.87,2300.0
32043221001,1.0,4250.0
32043221001,1.687,200.0
32043221001,1.774,450.0
32043221001,1.801,1850.0
32043221001,7.73,40.0
32043221001,8.16,15.0
32043221002,1.26,2500.0
32043221002,1.278,200.0
32043221002,1.394,100.0
32043221002,1.7,2100.0
32043221002,2.788,300.0
32043221002,2.934,230.0
32043221002,2.978,475.0
3205584,6.765,6.0
3205584,6.925,6.0
3205584,151.89,2.0
3205584,182.35,1.0
3205584,194.11,1.0
3205584,271.74,1.0
3205584,961.69,1.0
3205584,1837.95,1.0
32058,3245.0,1.0
3206007,0.1994,50.0
3206007,0.2197,50.0
32069,1.43,40.0
3206917,42.5,2.0
3206928,63.4,1.0
3207023,3.87,6.0
3207023,3.93,4.0
3207023,4.29,2.0
3207023,15.78,2.0
3207048,2.4532,31.0
3207072,0.346,30.0
3207075,0.0652,100.0
3207075,0.0801,100.0
3207075,0.1746,200.0
3207075,0.2532,100.0
3207075,0.289,100.0
3207075,0.3726,100.0
3207075,0.4675,100.0
3207075,0.566,100.0
3207075,0.79,50.0
3207080,0.226,200.0
32071,0.04,250.0
3207137,0.0456,1000.0
3207159,0.0459,100.0
3207159,0.0594,100.0
3207159,0.0605,50.0
3207159,0.0629,200.0
3207159,0.0662,100.0
3207159,0.0708,50.0
3207159,0.075,50.0
3207159,0.0756,50.0
3207159,0.0832,100.0
3207159,0.0978,100.0
3207159,0.1009,100.0
3207159,0.1022,100.0
3207159,0.1121,100.0
3207159,0.1127,100.0
3207159,2.6,1.0
3207159,2.98,3.0
3207159,3.0,4.0
3207159,3.4,1.0
3207159,3.65,2.0
3207159,4.0,1.0
3207160,0.031,1000.0
3207167,2.72,3.0
3207167,3.38,2.0
3207167,3.7,8.0
3207167,4.4,3.0
3207167,6.37,2.0
3207173,1.0,495.26
3207185,14.1,1.0
3207185,29.66,1.0
3207185,76.95,1.0
3207188,1.98,5.0
3207188,2.53,10.0
